mae_no_hijri_usd,mae_with_hijri_usd,mae_reduction_per_prediction_usd,n_ramadan_eid_predictions_in_test,total_forecast_error_reduced_usd
4444.3031987723225,4396.036898627773,48.26630014454986,17723,855423.6374618572
